gutenberg_id	text
6150	The courage of the Trojans, when he saw
6150	Pallas approaching to support the Greeks.
6150	""
6150	Then from the wealthy shrine Apollo's self
6150	AEneas brought, and vigour fresh infus'd:
6150	Amid his comrades once again he stood;
6150	They joy'd to see him yet alive, and sound,
6150	And full of vigour; yet no question ask'd:
6150	No time for question then, amid the toils
6150	Impos'd by Phoebus of the silver bow,
6150	And blood-stain'd Mars, and Discord unappeas'd.
6150	""
6150	Meanwhile Ulysses, and th' Ajaces both,
6150	And Diomed, with courage for the fight
6150	The Grecian force inspir'd; they undismay'd
6150	Shrank not before the Trojans' rush and charge;
6150	In masses firm they stood, as when the clouds
6150	Are gather'd round the misty mountain top
6150	By Saturn's son, in breathless calm, while sleep
6150	The force of Boreas and the stormy winds,
6150	That with their breath the shadowy clouds disperse;
6150	So stood the Greeks, nor shunn'd the Trojans' charge.
6150	Through all the army Agamemnon pass'd,
6150	"And cried, ""Brave comrades, quit ye now like men;"
6150	Bear a stout heart; and in the stubborn fight,
6150	Let each to other mutual succour give;
6150	By mutual succour more are sav'd than fall;
6150	"In timid flight nor fame nor safety lies."""
6150	""
6150	Thus he: and straight his jav'lin threw, and struck
6150	A man of mark, AEneas' faithful friend,
6150	Deicoon, the son of Pergasus,
6150	By Troy, as ever foremost in the field,
6150	In equal honour held with Priam's sons.
6150	His shield the monarch Agamemnon struck;
6150	The shield's defence was vain; the spear pass'd through
6150	Beneath the belt, and in his groin was lodg'd;
6150	Thund'ring he fell, and loud his armour rang.
6150	""
6150	On th' other side, AEneas slew two chiefs,
6150	The bravest of the Greeks, Orsilochus
6150	And Crethon, sons of Diocles, who dwelt
6150	In thriving Phera; rich in substance he,
6150	And from the mighty River Alpheus trac'd
6150	His high descent, who through the Pylian land
6150	His copious waters pours; to him was born
6150	Orsilochus, of num'rous tribes the chief;
6150	To him succeeded valiant Diocles;
6150	To whom were born twin sons, Orsilochus
6150	And Crethon, skill'd in ev'ry point of war.
6150	They, in the vigour of their youth, to Troy
6150	Had sail'd amid the dark-ribb'd ships of Greece,
6150	Of Atreus' sons the quarrel to uphold;
6150	But o'er them both the shades of death were spread.
6150	As two young lions, by their tawny dam
6150	Nurs'd in the mountain forest's deep recess,
6150	On flocks and herds their youthful fury pour,
6150	With havoc to the sheepfolds, till themselves
6150	Succumb, o'ermaster'd by the hand of man:
6150	So fell these two beneath AEneas' hand,
6150	And like two lofty pines in death they lay.
6150	""
6150	The warlike Menelaus saw their fall
6150	With pitying eye; and through the foremost ranks
6150	With brandish'd spear advanc'd, by Mars impell'd,
6150	Who hop'd his death by great AEneas' hand.
6150	Him Nestor's son, Antilochus, beheld,
6150	And hasten'd to his aid; for much he fear'd
6150	Lest ill befall the monarch, and his death
6150	Deprive them of their warlike labours' fruit.
6150	They two, with force combined of hand and spear,
6150	Press'd onward to the fight; Antilochus
6150	His station keeping close beside the King.
6150	Before the two combined, AEneas fear'd,
6150	Bold warrior as he was, to hold his ground.
6150	The slain they drew within the Grecian lines,
6150	Placed in their comrades' hands, and turning back
6150	Amid the foremost mingled in the fray.
6150	Then, brave as Mars, Pylaemenes they slew,
6150	The buckler'd Paphlagonians' warlike chief;
6150	Him Menelaus, hand to hand engag'd,
6150	Pierc'd with a spear-thrust through the collar-bone;
6150	While, with a pond'rous stone, Antilochus
6150	Full on the elbow smote Atymnius' son,
6150	Mydon, his charioteer, in act to turn
6150	His fiery steeds to flight; down from his hands
6150	Fell to the ground the iv'ry-mounted reins.
6150	On rush'd Antilochus, and with his sword
6150	Across the temples smote him; gasping, he
6150	Upon his neck and shoulders from the car
6150	Pitch'd headlong; and (for there the sand was deep)
6150	Awhile stood balanc'd, till the horses' feet
6150	Dash'd him upon the ground; Antilochus,
6150	The horses seizing, drove them to the ships.
6150	""
6150	Hector beheld athwart the ranks, and rush'd,
6150	Loud shouting, to th' encounter; at his back
6150	Follow'd the thronging bands of Troy, by Mars
6150	And fierce Bellona led; she by the hand
6150	Wild Uproar held; while Mars a giant spear
6150	Brandish'd aloft: and stalking now before,
6150	Now following after Hector, urg'd them on.
6150	Quail'd at the sight the valiant Diomed:
6150	As when a man, long journeying o'er the plain,
6150	All unprepar'd, stands sudden on the brink
6150	Of a swift stream, down rushing to the sea,
6150	Boiling with foam, and back recoils; so then
6150	Recoil'd Tydides, and address'd the crowd:
6150	"""O friends, we marvel at the might display'd"
6150	By Hector, spearman skill'd and warrior bold;
6150	But still some guardian God his steps attends,
6150	And shields from danger; now beside him stands,
6150	In likeness of a mortal, Mars himself.
6150	Then turning still your faces to your foes,
6150	"Retire, nor venture with the Gods to fight."""
6150	""
6150	He said; the Trojans now were close at hand,
6150	And, mounted both upon a single car,
6150	Two chiefs, Menesthes and Anchialus,
6150	Well skill'd in war, by Hector's hand were slain.
6150	""
6150	With pitying eyes great Ajax Telamon
6150	Beheld their fall; advancing close, he threw
6150	His glitt'ring spear; the son of Selagus
6150	It struck, Amphius, who in Paesus dwelt,
6150	In land and substance rich; by evil fate
6150	Impell'd, to Priam's house he brought his aid.
6150	Below the belt the spear of Ajax struck,
6150	And in his groin the point was buried deep;
6150	Thund'ring he fell; then forward Ajax sprang
6150	To seize the spoils of war; but fast and fierce
6150	The Trojans show'r'd their weapons bright and keen,
6150	And many a lance the mighty shield receiv'd.
6150	Ajax, his foot firm planted on the slain,
6150	Withdrew the brazen spear; yet could not strip
6150	His armour off, so galling flew the shafts;
6150	And much he fear'd his foes might hem him in,
6150	Who closely press'd upon him, many and brave;
6150	And, valiant as he was, and tall, and strong,
6150	Still drove him backward; he perforce retired.
6150	""
6150	Thus labour'd they amid the stubborn fight.
6150	Then evil fate induc'd Tlepolemus,
6150	Valiant and strong, the son of Hercules,
6150	Heav'n-born Sarpedon to confront in fight.
6150	When near they came, of cloud-compelling Jove
6150	Grandson and son, Tlepolemus began:
6150	"""Sarpedon, Lycian chief, what brings thee here,"
6150	Trembling and crouching, all unskill'd in war?
6150	Falsely they speak who fable thee the son
6150	Of aegis-bearing Jove; so far art thou
6150	Beneath their mark who claim'd in elder days
6150	That royal lineage: such my father was,
6150	Of courage resolute, of lion heart.
6150	With but six ships, and with a scanty band,
6150	The horses by Laomedon withheld
6150	Avenging, he o'erthrew this city, Troy,
6150	And made her streets a desert; but thy soul
6150	Is poor, thy troops are wasting fast away;
6150	Nor deem I that the Trojans will in thee
6150	(Ev'n were thy valour more) and Lycia's aid
6150	Their safeguard find; but vanquish'd by my hand,
6150	"This day the gates of Hades thou shalt pass."""
6150	""
6150	To whom the Lycian chief, Sarpedon, thus:
6150	"""Tlepolemus, the sacred walls of Troy"
6150	Thy sire o'erthrew, by folly of one man,
6150	Laomedon, who with injurious words
6150	His noble service recompens'd; nor gave
6150	The promis'd steeds, for which he came from far.
6150	For thee, I deem thou now shalt meet thy doom
6150	Here, at my hand; on thee my spear shall win
6150	"Renown for me, thy soul to Hades send."""
6150	""
6150	Thus as Sarpedon spoke, Tlepolemus
6150	Uprais'd his ashen spear; from both their hands
6150	The pond'rous weapons simultaneous flew.
6150	Full in the throat Tlepolemus receiv'd
6150	Sarpedon's spear; right through the neck it pass'd,
6150	And o'er his eyes the shades of death were spread.
6150	On th' other side his spear Sarpedon struck
6150	On the left thigh; the eager weapon pass'd
6150	Right through the flesh, and in the bone was fix'd;
6150	The stroke of death his father turn'd aside.
6150	Sarpedon from the field his comrades bore,
6150	Weigh'd down and tortured by the trailing spear,
6150	For, in their haste to bear him to his car,
6150	Not one bethought him from his thigh to draw
6150	The weapon forth; so sorely were they press'd.
6150	""
6150	The Greeks too from the battle-field convey'd
6150	The slain Tlepolemus; Ulysses saw,
6150	Patient of spirit, but deeply mov'd at heart;
6150	And with conflicting thoughts his breast was torn,
6150	If first he should pursue the Thund'rer's son,
6150	Or deal destruction on the Lycian host.
6150	But fate had not decreed the valiant son
6150	Of Jove to fall beneath Ulysses' hand;
6150	So on the Lycians Pallas turn'd his wrath.
6150	Alastor then, and Coeranus he slew,
6150	Chromius, Alcander, Halius, Prytanis,
6150	Noemon; nor had ended then the list
6150	Of Lycian warriors by Ulysses slain;
6150	But Hector of the glancing helm beheld;
6150	Through the front ranks he rush'd, with burnish'd crest
6150	Resplendent, flashing terror on the Greeks;
6150	With joy Sarpedon saw his near approach,
6150	And with imploring tones address'd him thus:
6150	""
6150	"""Hector, thou son of Priam, leave me not"
6150	A victim to the Greeks, but lend thine aid:
6150	Then in your city let me end my days.
6150	For not to me is giv'n again to see
6150	My native land; or, safe returning home,
6150	"To glad my sorrowing wife and infant child."""
6150	""
6150	Thus he; but Hector, answ'ring not a word,
6150	Pass'd on in silence, hasting to pursue
6150	The Greeks, and pour destruction on their host.
6150	""
6150	Beneath the oak of aegis-bearing Jove
6150	His faithful comrades laid Sarpedon down,
6150	And from his thigh the valiant Pelagon,
6150	His lov'd companion, drew the ashen spear.
6150	He swoon'd, and giddy mists o'erspread his eyes:
6150	But soon reviv'd, as on his forehead blew,
6150	While yet he gasp'd for breath, the cooling breeze.
6150	""
6150	By Mars and Hector of the brazen helm
6150	The Greeks hard-press'd, yet fled not to their ships,
6150	Nor yet sustain'd the fight; but back retir'd
6150	Soon as they learned the presence of the God.
6150	Say then who first, who last, the prowess felt
6150	Of Hector, Priam's son, and mail-clad Mars?
6150	The godlike Teuthras first, Orestes next,
6150	Bold charioteer; th' AEtolian spearman skill'd,
6150	Trechus, OEnomaus, and Helenus,
6150	The son of OEnops; and Oresbius, girt
6150	With sparkling girdle; he in Hyla dwelt,
6150	The careful Lord of boundless wealth, beside
6150	Cephisus' marshy banks; Boeotia's chiefs
6150	Around him dwelt, on fat and fertile soil.
6150	Juno, the white-arm'd Queen, who saw these two
6150	The Greeks destroying in the stubborn fight,
6150	To Pallas thus her winged words address'd:
6150	"""O Heav'n! brave child of aegis-bearing Jove,"
6150	Vain was our word to Menelaus giv'n.
6150	That he the well-built walls of Troy should raze,
6150	And safe return, if unrestrain'd we leave
6150	Ferocious Mars to urge his mad career.
6150	"Come then; let us too mingle in the fray."""
6150	""
6150	She said: and Pallas, blue-ey'd Maid, complied.
6150	Offspring of Saturn, Juno, heav'nly Queen,
6150	Herself th' immortal steeds caparison'd,
6150	Adorn'd with golden frontlets: to the car
6150	Hebe the circling wheels of brass attach'd,
6150	Eight-spok'd, that on an iron axle turn'd;
6150	The felloes were of gold, and fitted round
6150	With brazen tires, a marvel to behold;
6150	The naves were silver, rounded every way:
6150	The chariot-board on gold and silver bands
6150	Was hung, and round it ran a double rail:
6150	The pole was all of silver; at the end
6150	A golden yoke, with golden yoke-bands fair:
6150	And Juno, all on fire to join the fray,
6150	Beneath the yoke the flying coursers led.
6150	""
6150	Pallas, the child of aegis-bearing Jove,
6150	Within her father's threshold dropp'd her veil,
6150	Of airy texture, work of her own hands;
6150	The cuirass donn'd of cloud-compelling Jove,
6150	And stood accoutred for the bloody fray.
6150	Her tassell'd aegis round her shoulders next
6150	She threw, with Terror circled all around;
6150	And on its face were figur'd deeds of arms,
6150	And Strife, and Courage high, and panic Rout;
6150	There too a Gorgon's head, of monstrous size,
6150	Frown'd terrible, portent of angry Jove:
6150	And on her head a golden helm she plac'd,
6150	Four-crested, double-peak'd, whose ample verge
6150	A hundred cities' champions might suffice:
6150	Her fiery car she mounted: in her hand
6150	A spear she bore, long, weighty, tough; wherewith
6150	The mighty daughter of a mighty sire
6150	Sweeps down the ranks of those her hate pursues.
6150	""
6150	Then Juno sharply touch'd the flying steeds:
6150	Forthwith spontaneous opening, grated harsh
6150	The heavenly portals, guarded by the Hours,
6150	Who Heav'n and high Olympus have in charge
6150	To roll aside, or draw the veil of cloud.
6150	Through these th' excited horses held their way.
6150	They found the son of Saturn, from the Gods
6150	Sitting apart, upon the highest crest
6150	Of many-ridg'd Olympus; there arriv'd,
6150	The white-arm'd Goddess Juno stay'd her steeds,
6150	And thus address'd the Sov'reign Lord of Heav'n:
6150	""
6150	"""O Father Jove! canst thou behold unmov'd"
6150	The violence of Mars? how many Greeks,
6150	Reckless and uncontroll'd, he hath destroy'd;
6150	To me a source of bitter grief; meanwhile
6150	Venus and Phoebus of the silver bow
6150	Look on, well pleas'd, who sent this madman forth,
6150	To whom both law and justice are unknown.
6150	Say, Father Jove, shall I thine anger move,
6150	"If with disgrace I drive him from the field?"""
6150	""
6150	To whom the Cloud-compeller thus replied:
6150	"""Go, send against him Pallas; she, I know,"
6150	"Hath oft inflicted on him grievous pain.""."
6150	""
6150	He said: the white-arm'd Queen with joy obey'd;
6150	She urg'd her horses; nothing loth, they flew
6150	Midway between the earth, and starry Heav'n:
6150	Far as his sight extends, who from on high
6150	Looks from his watch-tow'r o'er the dark-blue sea,
6150	So far at once the neighing horses bound.
6150	But when to Troy they came, beside the streams
6150	Where Simois' and Scamander's waters meet,
6150	The white-arm'd Goddess stay'd her flying steeds,
6150	Loos'd from the car, and veil'd in densest cloud.
6150	For them, at bidding of the river-God,
6150	Ambrosial forage grew: the Goddesses,
6150	Swift as the wild wood-pigeon's rapid flight,
6150	Sped to the battle-field to aid the Greeks.
6150	But when they reach'd the thickest of the fray,
6150	Where throng'd around the might of Diomed
6150	The bravest and the best, as lions fierce,
6150	Or forest-boars, the mightiest of their kind,
6150	There stood the white-arm'd Queen, and call'd aloud,
6150	In form of Stentor, of the brazen voice,
6150	Whose shout was as the shout of fifty men:
6150	""
6150	"""Shame on ye, Greeks, base cowards! brave alone"
6150	In outward semblance; while Achilles yet
6150	Went forth to battle, from the Dardan gates
6150	The Trojans never ventur'd to advance,
6150	So dreaded they his pond'rous spear; but now
6150	"Far from the walls, beside your ships, they fight."""
6150	""
6150	She said: her words their drooping courage rous'd.
6150	Meanwhile the blue-ey'd Pallas went in haste
6150	In search of Tydeus' son; beside his car
6150	She found the King, in act to cool the wound
6150	Inflicted by the shaft of Pandarus:
6150	Beneath his shield's broad belt the clogging sweat
6150	Oppress'd him, and his arm was faint with toil;
6150	The belt was lifted up, and from the wound
6150	He wip'd the clotted blood: beside the car
6150	The Goddess stood, and touch'd the yoke, and said:
6150	""
6150	"""Little like Tydeus' self is Tydeus' son:"
6150	Low was his stature, but his spirit was high:
6150	And ev'n when I from combat rashly wag'd
6150	Would fain have kept him back, what time in Thebes
6150	He found himself, an envoy and alone,
6150	Without support, among the Thebans all,
6150	I counsell'd him in peace to share the feast:
6150	But by his own impetuous courage led,
6150	He challenged all the Thebans to contend
6150	With him in wrestling, and o'erthrew them all
6150	With ease; so mighty was the aid I gave.
6150	Thee now I stand beside, and guard from harm,
6150	And bid thee boldly with the Trojans fight.
6150	But, if the labours of the battle-field
6150	O'ertask thy limbs, or heartless fear restrain,
6150	"No issue thou of valiant Tydeus' loins."""
6150	""
6150	Whom answer'd thus the valiant Diomed:
6150	"""I know thee, Goddess, who thou art; the child"
6150	Of aegis-bearing Jove: to thee my mind
6150	I freely speak, nor aught will I conceal.
6150	Nor heartless fear, nor hesitating doubt,
6150	Restrain me; but I bear thy words in mind,
6150	With other of th' Immortals not to fight:
6150	But should Jove's daughter, Venus, dare the fray,
6150	At her I need not shun to throw my spear.
6150	Therefore I thus withdrew, and others too
6150	Exhorted to retire, since Mars himself
6150	"I saw careering o'er the battle-field."""
6150	""
6150	To whom the blue-ey'd Goddess, Pallas, thus:
6150	"""Thou son of Tydeus, dearest to my soul,"
6150	Fear now no more with Mars himself to fight,
6150	Nor other God; such aid will I bestow.
6150	Come then; at him the first direct thy car;
6150	Encounter with him hand to hand; nor fear
6150	To strike this madman, this incarnate curse,
6150	This shameless renegade; who late agreed
6150	With Juno and with me to combat Troy,
6150	And aid the Grecian cause; who now appears,
6150	"The Greeks deserting, in the Trojan ranks."""
6150	""
6150	Thus Pallas spoke, and stretching forth her hand
6150	Backward his comrade Sthenelus she drew
6150	From off the chariot; down in haste he sprang.
6150	His place beside the valiant Diomed
6150	The eager Goddess took; beneath the weight
6150	Loud groan'd the oaken axle; for the car
6150	A mighty Goddess and a Hero bore.
6150	Then Pallas took the whip and reins, and urg'd
6150	Direct at Mars the fiery coursers' speed.
6150	""
6150	The bravest of th' AEtolians, Periphas,
6150	Ochesius' stalwart son, he just had slain,
6150	And stood in act to strip him of his arms.
6150	The helmet then of Darkness Pallas donn'd,
6150	To hide her presence from the sight of Mars:
6150	But when the blood-stain'd God of War beheld
6150	Advancing tow'rd him godlike Diomed,
6150	The corpse of stalwart Periphas he left,
6150	There where he fell, to lie; while he himself
6150	Of valiant Diomed th' encounter met.
6150	When near they came, first Mars his pond'rous spear
6150	Advane'd beyond the yoke and horses' reins,
6150	With murd'rous aim; but Pallas from the car
6150	Turn'd it aside, and foil'd the vain attempt.
6150	""
6150	Then Diomed thrust forward in his turn
6150	His pond'rous spear; low on the flank of Mars,
6150	Guided by Pallas, with successful aim,
6150	Just where the belt was girt, the weapon struck:
6150	It pierc'd the flesh, and straight was back withdrawn:
6150	Then Mars cried out aloud, with such a shout
6150	As if nine thousand or ten thousand men
6150	Should simultaneous raise their battle-cry:
6150	Trojans and Greeks alike in terror heard,
6150	Trembling; so fearful was the cry of Mars.
6150	As black with clouds appears the darken'd air,
6150	When after heat the blust'ring winds arise,
6150	So Mars to valiant Diomed appear'd,
6150	As in thick clouds lie took his heav'nward flight.
6150	With speed he came to great Olympus' heights,
6150	Th' abode of Gods; and sitting by the throne
6150	Of Saturn's son, with anguish torn, he show'd
6150	Th' immortal stream that trickled from the wound,
6150	And thus to Jove his piteous words address'd:
6150	""
6150	"""O Father Jove, canst thou behold unmov'd"
6150	These acts of violence? the greatest ills
6150	We Gods endure, we each to other owe
6150	Who still in human quarrels interpose.
6150	Of thee we all complain; thy senseless child
6150	Is ever on some evil deed intent.
6150	The other Gods, who on Olympus dwell,
6150	Are all to thee obedient and submiss;
6150	But thy pernicious daughter, nor by word
6150	Nor deed dost thou restrain; who now excites
6150	Th' o'erbearing son of Tydeus, Diomed,
6150	Upon th' immortal Gods to vent his rage.
6150	Venus of late he wounded in the wrist,
6150	And, as a God, but now encounter'd me:
6150	Barely I 'scap'd by swiftness of my feet;
6150	Else, 'mid a ghastly heap of corpses slain,
6150	In anguish had I lain; and, if alive,
6150	"Yet liv'd disabl'd by his weapon's stroke."""
6150	""
6150	Whom answer'd thus the Cloud-compeller, Jove,
6150	"With look indignant: ""Come no more to me,"
6150	Thou wav'ring turncoat, with thy whining pray'rs:
6150	Of all the Gods who on Olympus dwell
6150	I hate thee most; for thou delight'st in nought
6150	But strife and war; thou hast inherited
6150	Thy mother, Juno's, proud, unbending mood,
6150	Whom I can scarce control; and thou, methinks,
6150	To her suggestions ow'st thy present plight.
6150	Yet since thou art my offspring, and to me
6150	Thy mother bore thee, I must not permit
6150	That thou should'st long be doom'd to suffer pain;
6150	But had thy birth been other than it is,
6150	For thy misdoings thou hadst long ere now
6150	"Been banish'd from the Gods' companionship."""
6150	""
6150	He said: and straight to Paeon gave command
6150	To heal the wound; with soothing anodynes
6150	He heal'd it quickly; soon as liquid milk
6150	Is curdled by the fig-tree's juice, and turns
6150	In whirling flakes, so soon was heal'd the wound.
6150	By Hebe bath'd, and rob'd afresh, he sat
6150	In health and strength restor'd, by Saturn's son.
6150	""
6150	Mars thus arrested in his murd'rous course,
6150	Together to th' abode of Jove return'd
6150	The Queen of Argos and the blue-ey'd Maid.
6150	""
6150	""
6150	""
6150	""
6150	ARGUMENT.
6150	""
6150	THE EPISODES OF GLAUCUS AND DIOMED, AND OF HECTOR AND ANDROMACHE.
6150	""
6150	""
6150	The gods having left the field, the Grecians prevail. Helenus, the
6150	chief augur of Troy, commands Hector to return to the city, in order to
6150	appoint a solemn procession of the Queen and the Trojan matrons to the
6150	temple of Minerva, to entreat her to remove Diomed from the fight. The
6150	battle relaxing during the absence of Hector, Glaucus and Diomed have
6150	an interview between the two armies; where, coming to the knowledge of
6150	the friendship and hospitality past between their ancestors, they make
6150	exchange of their arms. Hector, having performed the orders of Helenus,
6150	prevailed upon Paris to return to the battle, and taken a tender leave
6150	of his wife Andromache, hastens again to the field.
6150	""
6150	The scene is first in the field of battle, between the rivers Simois
6150	and Scamander, and then changes to Troy.
6150	""
6150	""
6150	""
6150	""
6150	BOOK VI.
6150	""
6150	""
6150	The Gods had left the field, and o'er the plain
6150	Hither and thither surg'd the tide of war,
6150	As couch'd th' opposing chiefs their brass-tipp'd spears,
6150	Midway 'twixt Simois' and Scamander's streams.
6150	""
6150	First through the Trojan phalanx broke his way
6150	The son of Telamon, the prop of Greece,
6150	The mighty Ajax; on his friends the light
6150	Of triumph shedding, as Eusorus' son
6150	He smote, the noblest of the Thracian bands,
6150	Valiant and strong, the gallant Acamas.
6150	Full in the front, beneath the plumed helm,
6150	The sharp spear struck, and crashing thro' the bone,
6150	The warrior's eyes were clos'd in endless night.
6150	""
6150	Next valiant Diomed Axylus slew,
6150	The son of Teuthranes, who had his home
6150	In fair Arisba; rich in substance he,
6150	And lov'd of all; for, dwelling near the road,
6150	He op'd to all his hospitable gate;
6150	But none of all he entertain'd was there
6150	To ward aside the bitter doom of death:
6150	There fell they both, he and his charioteer,
6150	Calesius, who athwart the battle-field
6150	His chariot drove; one fate o'ertook them both.
6150	""
6150	Then Dresus and Opheltius of their arms
6150	Euryalus despoil'd; his hot pursuit
6150	AEsepus next, and Pedasus assail'd,
6150	Brothers, whom Abarbarea, Naiad nymph,
6150	To bold Bucolion bore; Bucolion, son
6150	Of great Laomedon, his eldest born,
6150	Though bastard: he upon the mountain side,
6150	On which his flocks he tended, met the nymph,
6150	And of their secret loves twin sons were born;
6150	Whom now at once Euryalus of strength
6150	And life depriv'd, and of their armour stripp'd.
6150	""
6150	By Polypoetes' hand, in battle strong,
6150	Was slain Astyalus; Pidutes fell,
6150	Chief of Percote, by Ulysses' spear;
6150	And Teucer godlike Aretaon slew.
6150	Antilochus, the son of Nestor, smote
6150	With gleaming lance Ablerus; Elatus
6150	By Agamemnon, King of men, was slain,
6150	Who dwelt by Satnois' widely-flowing stream,
6150	Upon the lofty heights of Pedasus.
6150	By Leitus was Phylacus in flight
6150	O'erta'en; Eurypylus Melanthius slew.
6150	""
6150	Then Menelaus, good in battle, took
6150	Adrastus captive; for his horses, scar'd
6150	And rushing wildly o'er the plain, amid
6150	The tangled tamarisk scrub his chariot broke,
6150	Snapping the pole; they with the flying crowd
6150	Held city-ward their course; he from the car
6150	Hurl'd headlong, prostrate lay beside the wheel,
6150	Prone on his face in dust; and at his side,
6150	Poising his mighty spear, Atrides stood.
6150	Adrastus clasp'd his knees, and suppliant cried,
6150	"""Spare me, great son of Atreus! for my life"
6150	Accept a price; my wealthy father's house
6150	A goodly store contains of brass, and gold,
6150	And well-wrought iron; and of these he fain
6150	Would pay a noble ransom, could he hear
6150	"That in the Grecian ships I yet surviv'd."""
6150	""
6150	His words to pity mov'd the victor's breast;
6150	Then had he bade his followers to the ships
6150	The captive bear; but running up in haste.
6150	Fierce Agamemnon cried in stern rebuke;
6150	""
6150	"""Soft-hearted Menelaus, why of life"
6150	So tender? Hath thy house receiv'd indeed
6150	Nothing but benefits at Trojan hands?
6150	Of that abhorred race, let not a man
6150	Escape the deadly vengeance of our arms;
6150	No, not the infant in its mother's womb;
6150	No, nor the fugitive; but be they all,
6150	They and their city, utterly destroy'd,
6150	"Uncar'd for, and from mem'ry blotted out."""
6150	""
6150	Thus as he spoke, his counsel, fraught with death,
6150	His brother's purpose chang'd; he with his hand
6150	Adrastus thrust aside, whom with his lance
6150	Fierce Agamemnon through the loins transfix'd;
6150	And, as he roll'd in death, upon his breast
6150	Planting his foot, the ashen spear withdrew.
6150	""
6150	Then loudly Nestor shouted to the Greeks:
6150	"""Friends, Grecian heroes, ministers of Mars!"
6150	Loiter not now behind, to throw yourselves
6150	Upon the prey, and bear it to the ships;
6150	Let all your aim be now to kill; anon
6150	"Ye may at leisure spoil your slaughter'd foes."""
6150	""
6150	With words like these he fir'd the blood of all.
6150	Now had the Trojans by the warlike Greeks
6150	In coward flight within their walls been driv'n;
6150	But to AEneas and to Hector thus
6150	The son of Priam, Helenus, the best
6150	Of all the Trojan seers, address'd his speech:
6150	"""AEneas, and thou Hector, since on you,"
6150	Of all the Trojans and the Lycian hosts,
6150	Is laid the heaviest burthen, for that ye
6150	Excel alike in council and in fight,
6150	Stand here awhile, and moving to and fro
6150	On ev'ry side, around the gates exhort
6150	The troops to rally, lest they fall disgrac'd,
6150	Flying for safety to their women's arms,
6150	And foes, exulting, triumph in their shame.
6150	Their courage thus restor'd, worn as we are,
6150	We with the Greeks will still maintain the fight,
6150	For so, perforce, we must; but, Hector, thou
6150	Haste to the city; there our mother find,
6150	Both thine and mine; on Ilium's topmost height
6150	By all the aged dames accompanied,
6150	Bid her the shrine of blue-ey'd Pallas seek;
6150	Unlock the sacred gates; and on the knees
6150	Of fair-hair'd Pallas place the fairest robe
6150	In all the house, the amplest, best esteem'd;
6150	And at her altar vow to sacrifice
6150	Twelve yearling kine that never felt the goad,
6150	So she have pity on the Trojan state,
6150	Our wives, and helpless babes, and turn away
6150	The fiery son of Tydeus, spearman fierce,
6150	The Minister of Terror; bravest he,
6150	In my esteem, of all the Grecian chiefs:
6150	For not Achilles' self, the prince of men,
6150	Though Goddess-born, such dread inspir'd; so fierce
6150	"His rage; and with his prowess none may vie."""
6150	""
6150	He said, nor uncomplying, Hector heard
6150	His brother's counsel; from his car he leap'd
6150	In arms upon the plain; and brandish'd high
6150	His jav'lins keen, and moving to and fro
6150	The troops encourag'd, and restor'd the fight.
6150	Rallying they turn'd, and fac'd again the Greeks:
6150	These ceas'd from slaughter, and in turn gave way,
6150	Deeming that from the starry Heav'n some God
6150	Had to the rescue come; so fierce they turn'd.
6150	Then to the Trojans Hector call'd aloud:
6150	""
6150	"""Ye valiant Trojans, and renown'd Allies,"
6150	Quit you like men; remember now, brave friends,
6150	Your wonted valour; I to Ilium go
6150	To bid our wives and rev'rend Elders raise
6150	"To Heav'n their pray'rs, with vows of hecatombs."""
6150	""
6150	Thus saying, Hector of the glancing helm
6150	Turn'd to depart; and as he mov'd along,
6150	The black bull's-hide his neck and ancles smote,
6150	The outer circle of his bossy shield.
6150	""
6150	Then Tydeus' son, and Glaucus, in the midst,
6150	Son of Hippolochus, stood forth to fight;
6150	But when they near were met, to Glaucus first
6150	The valiant Diomed his speech address'd:
6150	"""Who art thou, boldest man of mortal birth?"
6150	For in the glorious conflict heretofore
6150	I ne'er have seen thee; but in daring now
6150	Thou far surpassest all, who hast not fear'd
6150	To face my spear; of most unhappy sires
6150	The children they, who my encounter meet.
6150	But if from Heav'n thou com'st, and art indeed
6150	A God, I fight not with the heav'nly powers.
6150	Not long did Dryas' son, Lycurgus brave,
6150	Survive, who dar'd th' Immortals to defy:
6150	He, 'mid their frantic orgies, in the groves
6150	Of lovely Nyssa, put to shameful rout
6150	The youthful Bacchus' nurses; they, in fear,
6150	Dropp'd each her thyrsus, scatter'd by the hand
6150	Of fierce Lycurgus, with an ox-goad arm'd.
6150	Bacchus himself beneath the ocean wave
6150	In terror plung'd, and, trembling, refuge found
6150	In Thetis' bosom from a mortal's threats:
6150	The Gods indignant saw, and Saturn's son
6150	Smote him with blindness; nor surviv'd he long,
6150	Hated alike by all th' immortal Gods.
6150	I dare not then the blessed Gods oppose;
6150	But be thou mortal, and the fruits of earth
6150	"Thy food, approach, and quickly meet thy doom."""
6150	""
6150	To whom the noble Glaucus thus replied:
6150	"""Great son of Tydeus, why my race enquire?"
6150	The race of man is as the race of leaves:
6150	Of leaves, one generation by the wind
6150	Is scattered on the earth; another soon
6150	In spring's luxuriant verdure bursts to light.
6150	So with our race; these flourish, those decay.
6150	But if thou wouldst in truth enquire and learn
6150	The race I spring from, not unknown of men;
6150	There is a city, in the deep recess
6150	Of pastoral Argos, Ephyre by name:
6150	There Sisyphus of old his dwelling had,
